,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
Uttar Pradesh,Agra,Achnera APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,640.00","2,580.00",Rs./Quintal,10.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Achnera APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,660.00","2,610.00",Rs./Quintal,10.00,Metric Tonnes,03-01-2026
Uttar Pradesh,Agra,Achnera APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,640.00","2,585.00",Rs./Quintal,15.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Agra,Achnera APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,680.00","2,620.00",Rs./Quintal,10.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Achnera APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,630.00","2,590.00",Rs./Quintal,10.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,620.00","2,580.00",Rs./Quintal,510.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,620.00","2,570.00",Rs./Quintal,630.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,600.00","2,560.00",Rs./Quintal,680.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,610.00","2,570.00",Rs./Quintal,645.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,620.00","2,580.00",Rs./Quintal,560.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,610.00","2,570.00",Rs./Quintal,655.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,620.00","2,580.00",Rs./Quintal,460.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,600.00","2,560.00",Rs./Quintal,605.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,610.00","2,570.00",Rs./Quintal,560.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,620.00","2,580.00",Rs./Quintal,480.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,620.00","2,560.00",Rs./Quintal,525.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,630.00","2,570.00",Rs./Quintal,480.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,620.00","2,570.00",Rs./Quintal,600.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,620.00","2,560.00",Rs./Quintal,630.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,625.00","2,565.00",Rs./Quintal,590.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,620.00","2,570.00",Rs./Quintal,625.00,Metric Tonnes,11-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,610.00","2,560.00",Rs./Quintal,455.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,600.00","2,560.00",Rs./Quintal,650.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,600.00","2,560.00",Rs./Quintal,480.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,600.00","2,550.00",Rs./Quintal,600.00,Metric Tonnes,07-11-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,620.00","2,575.00",Rs./Quintal,480.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,610.00","2,570.00",Rs./Quintal,600.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Agra,Agra APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,620.00","2,575.00",Rs./Quintal,540.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,14.50,Metric Tonnes,30-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,17.20,Metric Tonnes,29-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,4.50,Metric Tonnes,28-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,18.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,7.50,Metric Tonnes,23-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,3.50,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,2.00,Metric Tonnes,21-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,3.50,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,3.80,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,14.70,Metric Tonnes,19-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,23.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,4.70,Metric Tonnes,13-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,7.50,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,4.60,Metric Tonnes,10-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,8.50,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,4.50,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,12.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,14.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,4.20,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,7.50,Metric Tonnes,05-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,7.50,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,6.50,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,3.50,Metric Tonnes,04-02-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,525.00","2,575.00","2,550.00",Rs./Quintal,7.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,600.00","2,575.00",Rs./Quintal,3.20,Metric Tonnes,02-02-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,8.50,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,7.50,Metric Tonnes,01-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,2.50,Metric Tonnes,31-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,1.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,4.50,Metric Tonnes,30-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,580.00","2,570.00",Rs./Quintal,5.00,Metric Tonnes,29-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,2.50,Metric Tonnes,28-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,5.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,1.00,Metric Tonnes,27-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,10.00,Metric Tonnes,27-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,1.60,Metric Tonnes,26-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,540.00","2,520.00",Rs./Quintal,5.00,Metric Tonnes,26-11-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,2.00,Metric Tonnes,26-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,2.10,Metric Tonnes,25-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,2.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,2.50,Metric Tonnes,23-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,9.00,Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,2.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,580.00","2,570.00",Rs./Quintal,10.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,12.00,Metric Tonnes,21-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,6.00,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,2.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,2.50,Metric Tonnes,19-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,4.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,2.50,Metric Tonnes,17-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,2.50,Metric Tonnes,16-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,3.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,2.50,Metric Tonnes,15-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,5.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,540.00","2,520.00",Rs./Quintal,2.50,Metric Tonnes,14-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,580.00","2,570.00",Rs./Quintal,4.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,2.00,Metric Tonnes,13-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,5.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,3.50,Metric Tonnes,12-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,560.00","2,580.00","2,570.00",Rs./Quintal,3.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,3.50,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,5.60,Metric Tonnes,11-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,540.00","2,520.00",Rs./Quintal,2.50,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,560.00","2,530.00",Rs./Quintal,2.50,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,4.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,540.00","2,520.00",Rs./Quintal,2.50,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,2.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,2.50,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,3.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,6.00,Metric Tonnes,06-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,590.00","2,570.00",Rs./Quintal,3.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,10.00,Metric Tonnes,05-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,540.00","2,560.00","2,550.00",Rs./Quintal,3.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,3.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,5.00,Metric Tonnes,04-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,2.50,Metric Tonnes,04-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,540.00","2,520.00",Rs./Quintal,4.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,6.00,Metric Tonnes,03-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,4.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,3.60,Metric Tonnes,02-02-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,550.00","2,540.00",Rs./Quintal,2.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Cereals,Wheat,Dara,FAQ,"2,550.00","2,570.00","2,560.00",Rs./Quintal,2.50,Metric Tonnes,01-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,Local,"2,500.00","2,700.00","2,600.00",Rs./Quintal,10.00,Metric Tonnes,31-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,5.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,6.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,Local,"2,500.00","2,650.00","2,600.00",Rs./Quintal,6.00,Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,6.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Cereals,Wheat,Dara,FAQ,"2,450.00","2,600.00","2,500.00",Rs./Quintal,5.00,Metric Tonnes,10-01-2026
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,550.00","2,530.00",Rs./Quintal,180.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,570.00","2,540.00",Rs./Quintal,160.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,500.00","2,580.00","2,550.00",Rs./Quintal,150.00,Metric Tonnes,28-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,520.00","2,560.00","2,540.00",Rs./Quintal,160.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,480.00","2,540.00","2,520.00",Rs./Quintal,180.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Aligarh,Aligarh APMC,Cereals,Wheat,Dara,FAQ,"2,530.00","2,570.00","2,550.00",Rs./Quintal,180.00,Metric Tonnes,26-11-2025
