,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,600.00","4,200.00","3,800.00",Rs./Quintal,62.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,400.00","4,000.00","3,600.00",Rs./Quintal,65.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,400.00","3,200.00",Rs./Quintal,75.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,600.00","3,200.00","2,800.00",Rs./Quintal,120.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,900.00","3,400.00","3,100.00",Rs./Quintal,85.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","3,000.00","2,750.00",Rs./Quintal,170.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,600.00","3,200.00",Rs./Quintal,60.00,Metric Tonnes,18-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,400.00","3,000.00","2,600.00",Rs./Quintal,180.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,800.00","3,400.00","3,000.00",Rs./Quintal,66.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,600.00","3,050.00","2,700.00",Rs./Quintal,140.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,800.00","3,200.00","2,900.00",Rs./Quintal,70.00,Metric Tonnes,16-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,400.00","3,000.00","2,600.00",Rs./Quintal,74.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,200.00","2,600.00","2,300.00",Rs./Quintal,80.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"1,900.00","2,300.00","2,050.00",Rs./Quintal,90.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,400.00","2,800.00","2,500.00",Rs./Quintal,80.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"1,800.00","2,200.00","2,000.00",Rs./Quintal,98.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,200.00","2,600.00","2,400.00",Rs./Quintal,90.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Hybrid,FAQ,"1,700.00","2,200.00","1,850.00",Rs./Quintal,105.00,Metric Tonnes,11-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,100.00","2,600.00","2,350.00",Rs./Quintal,100.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Hybrid,FAQ,"1,600.00","2,100.00","1,800.00",Rs./Quintal,130.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,100.00","2,500.00","2,300.00",Rs./Quintal,125.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Hybrid,FAQ,"1,700.00","2,200.00","1,850.00",Rs./Quintal,100.00,Metric Tonnes,09-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,200.00","2,550.00","2,400.00",Rs./Quintal,105.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Hybrid,FAQ,"1,600.00","2,100.00","1,800.00",Rs./Quintal,115.00,Metric Tonnes,08-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,300.00","2,600.00","2,450.00",Rs./Quintal,90.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Hybrid,FAQ,"1,700.00","2,200.00","1,900.00",Rs./Quintal,105.00,Metric Tonnes,07-11-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,700.00","3,000.00","2,850.00",Rs./Quintal,95.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,200.00","2,600.00","2,400.00",Rs./Quintal,130.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,120.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","3,000.00","2,720.00",Rs./Quintal,95.00,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,110.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,600.00","3,000.00","2,750.00",Rs./Quintal,80.00,Metric Tonnes,04-01-2026
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,400.00","3,200.00",Rs./Quintal,90.00,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,900.00","2,680.00",Rs./Quintal,100.00,Metric Tonnes,03-01-2026
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,800.00","3,400.00","3,100.00",Rs./Quintal,105.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","3,000.00","2,700.00",Rs./Quintal,78.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,600.00","3,300.00",Rs./Quintal,80.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Agra,Agra APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,900.00","2,650.00",Rs./Quintal,80.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Agra,Fatehabad APMC,Vegetables,Tomato,Hybrid,Medium,"1,200.00","1,600.00","1,400.00",Rs./Quintal,1.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Fatehabad APMC,Vegetables,Tomato,Hybrid,Medium,"1,200.00","1,600.00","1,500.00",Rs./Quintal,8.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,000.00","2,200.00","2,100.00",Rs./Quintal,0.50,Metric Tonnes,31-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,000.00","2,100.00","2,050.00",Rs./Quintal,0.10,Metric Tonnes,30-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,500.00","1,700.00","1,600.00",Rs./Quintal,0.50,Metric Tonnes,29-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,400.00","2,500.00","2,450.00",Rs./Quintal,1.20,Metric Tonnes,26-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,0.20,Metric Tonnes,23-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,000.00","2,200.00","2,100.00",Rs./Quintal,0.70,Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"3,500.00","3,700.00","3,600.00",Rs./Quintal,0.10,Metric Tonnes,22-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,900.00","2,100.00","2,000.00",Rs./Quintal,0.90,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,0.20,Metric Tonnes,20-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,000.00","2,200.00","2,100.00",Rs./Quintal,0.70,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,0.20,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,600.00","1,800.00","1,700.00",Rs./Quintal,0.80,Metric Tonnes,19-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,600.00","1,800.00","1,700.00",Rs./Quintal,1.40,Metric Tonnes,17-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"3,400.00","3,600.00","3,500.00",Rs./Quintal,0.30,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,600.00","1,700.00","1,650.00",Rs./Quintal,0.80,Metric Tonnes,07-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,500.00","1,700.00","1,600.00",Rs./Quintal,0.50,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"3,500.00","3,700.00","3,600.00",Rs./Quintal,0.20,Metric Tonnes,05-12-2025
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"1,500.00","1,700.00","1,600.00",Rs./Quintal,0.40,Metric Tonnes,02-02-2026
Uttar Pradesh,Agra,Jagnair APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.20,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,31-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,28-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.40,Metric Tonnes,27-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,25-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"1,500.00","1,600.00","1,550.00",Rs./Quintal,0.40,Metric Tonnes,25-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.40,Metric Tonnes,24-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,000.00","2,100.00","2,050.00",Rs./Quintal,0.40,Metric Tonnes,24-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,900.00","3,000.00","2,950.00",Rs./Quintal,0.40,Metric Tonnes,23-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,22-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.60,Metric Tonnes,22-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.60,Metric Tonnes,21-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,100.00","3,050.00",Rs./Quintal,0.30,Metric Tonnes,20-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,500.00","3,600.00","3,550.00",Rs./Quintal,0.40,Metric Tonnes,20-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,100.00","3,050.00",Rs./Quintal,0.50,Metric Tonnes,19-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,17-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,400.00","2,500.00","2,450.00",Rs./Quintal,0.40,Metric Tonnes,16-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.40,Metric Tonnes,15-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.40,Metric Tonnes,15-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,14-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.50,Metric Tonnes,13-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,12-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.60,Metric Tonnes,09-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.60,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"2,500.00","2,600.00","2,550.00",Rs./Quintal,0.40,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,100.00","3,050.00",Rs./Quintal,0.40,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,04-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","3,300.00","3,250.00",Rs./Quintal,0.50,Metric Tonnes,03-12-2025
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,100.00","3,050.00",Rs./Quintal,0.50,Metric Tonnes,03-01-2026
Uttar Pradesh,Agra,Khairagarh APMC,Vegetables,Tomato,Deshi,FAQ,"3,000.00","3,100.00","3,050.00",Rs./Quintal,1.00,Metric Tonnes,02-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,Local,"1,200.00","1,400.00","1,300.00",Rs./Quintal,0.50,Metric Tonnes,31-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,FAQ,"1,900.00","2,100.00","2,000.00",Rs./Quintal,1.50,Metric Tonnes,30-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,Local,"1,200.00","1,400.00","1,300.00",Rs./Quintal,0.50,Metric Tonnes,30-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,Local,"1,900.00","2,100.00","2,000.00",Rs./Quintal,0.40,Metric Tonnes,29-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Hybrid,Local,"1,200.00","1,600.00","1,400.00",Rs./Quintal,0.50,Metric Tonnes,29-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,Local,"1,900.00","2,100.00","2,000.00",Rs./Quintal,0.40,Metric Tonnes,28-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,FAQ,"1,200.00","1,400.00","1,300.00",Rs./Quintal,0.50,Metric Tonnes,28-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,Local,"1,800.00","2,000.00","1,900.00",Rs./Quintal,0.50,Metric Tonnes,27-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,Deshi,FAQ,"1,800.00","2,000.00","1,900.00",Rs./Quintal,2.00,Metric Tonnes,26-12-2025
