,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,450.00","7,690.00","7,570.00",Rs./Quintal,2.60,Metric Tonnes,24-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,505.00","7,745.00","7,625.00",Rs./Quintal,1.50,Metric Tonnes,23-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,420.00","7,660.00","7,540.00",Rs./Quintal,2.70,Metric Tonnes,23-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,498.00","7,738.00","7,618.00",Rs./Quintal,1.60,Metric Tonnes,22-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,435.00","7,675.00","7,555.00",Rs./Quintal,2.50,Metric Tonnes,22-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,500.00","7,740.00","7,620.00",Rs./Quintal,1.40,Metric Tonnes,21-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,465.00","7,705.00","7,585.00",Rs./Quintal,1.60,Metric Tonnes,20-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,435.00","7,675.00","7,555.00",Rs./Quintal,2.40,Metric Tonnes,20-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,425.00","7,665.00","7,545.00",Rs./Quintal,2.30,Metric Tonnes,19-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,480.00","7,720.00","7,600.00",Rs./Quintal,1.70,Metric Tonnes,18-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,455.00","7,695.00","7,575.00",Rs./Quintal,2.50,Metric Tonnes,18-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,508.00","7,750.00","7,628.00",Rs./Quintal,2.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,440.00","7,680.00","7,560.00",Rs./Quintal,2.40,Metric Tonnes,17-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,490.00","7,730.00","7,610.00",Rs./Quintal,2.10,Metric Tonnes,16-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,445.00","7,685.00","7,565.00",Rs./Quintal,2.30,Metric Tonnes,16-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,485.00","7,725.00","7,605.00",Rs./Quintal,2.20,Metric Tonnes,15-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,435.00","7,675.00","7,555.00",Rs./Quintal,2.40,Metric Tonnes,15-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,455.00","7,695.00","7,575.00",Rs./Quintal,2.50,Metric Tonnes,14-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,460.00","7,700.00","7,580.00",Rs./Quintal,3.00,Metric Tonnes,13-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,440.00","7,680.00","7,560.00",Rs./Quintal,2.50,Metric Tonnes,13-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,460.00","7,700.00","7,580.00",Rs./Quintal,2.00,Metric Tonnes,12-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,480.00","7,720.00","7,600.00",Rs./Quintal,1.20,Metric Tonnes,11-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,456.00","7,695.00","7,575.00",Rs./Quintal,2.10,Metric Tonnes,11-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,480.00","7,720.00","7,600.00",Rs./Quintal,1.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,415.00","7,655.00","7,535.00",Rs./Quintal,2.00,Metric Tonnes,10-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,475.00","7,715.00","7,595.00",Rs./Quintal,1.10,Metric Tonnes,09-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,420.00","7,660.00","7,540.00",Rs./Quintal,2.20,Metric Tonnes,09-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,500.00","7,740.00","7,620.00",Rs./Quintal,1.20,Metric Tonnes,08-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,420.00","7,660.00","7,540.00",Rs./Quintal,2.00,Metric Tonnes,08-11-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,500.00","7,735.00","7,615.00",Rs./Quintal,1.30,Metric Tonnes,07-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,450.00","7,690.00","7,570.00",Rs./Quintal,1.50,Metric Tonnes,06-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,470.00","7,710.00","7,590.00",Rs./Quintal,2.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,405.00","7,645.00","7,525.00",Rs./Quintal,2.20,Metric Tonnes,05-01-2026
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,465.00","7,705.00","7,585.00",Rs./Quintal,1.70,Metric Tonnes,04-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,400.00","7,640.00","7,520.00",Rs./Quintal,2.30,Metric Tonnes,04-01-2026
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,475.00","7,715.00","7,595.00",Rs./Quintal,1.50,Metric Tonnes,03-12-2025
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,405.00","7,645.00","7,525.00",Rs./Quintal,2.20,Metric Tonnes,03-01-2026
Uttar Pradesh,Bulandshahar,Jahangirabad APMC,Pulses,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,FAQ,"7,460.00","7,700.00","7,580.00",Rs./Quintal,1.20,Metric Tonnes,02-12-2025
