,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.50,Metric Tonnes,12-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,750.00,850.00,800.00,Rs./Quintal,1.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.50,Metric Tonnes,11-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,700.00,800.00,750.00,Rs./Quintal,2.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,750.00,850.00,800.00,Rs./Quintal,2.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,800.00,900.00,900.00,Rs./Quintal,0.30,Metric Tonnes,08-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,900.00,"1,100.00","1,000.00",Rs./Quintal,0.50,Metric Tonnes,08-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,800.00,900.00,850.00,Rs./Quintal,0.20,Metric Tonnes,07-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,100.00","1,300.00","1,200.00",Rs./Quintal,0.30,Metric Tonnes,07-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,FAQ,900.00,"1,100.00","1,000.00",Rs./Quintal,0.50,Metric Tonnes,07-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.50,Metric Tonnes,06-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.20,Metric Tonnes,06-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,800.00,"1,000.00",900.00,Rs./Quintal,2.00,Metric Tonnes,05-12-2025
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,100.00","1,300.00","1,200.00",Rs./Quintal,0.50,Metric Tonnes,05-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,900.00,"1,100.00","1,000.00",Rs./Quintal,0.50,Metric Tonnes,05-01-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,100.00","1,300.00","1,200.00",Rs./Quintal,0.60,Metric Tonnes,04-02-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Onion,Other,Local,"1,000.00","1,200.00","1,100.00",Rs./Quintal,0.20,Metric Tonnes,04-01-2026
